id,fund_name,Performance fee?,Investment Strategy,Leverage?,Portfolio composition, Concentration,Prediction,supporting evidence,source meta data,Predicted Investment Strategy
0001379491-18-004134,Fidelity Municipal Income 2019 Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Fidelity Municipal Income 2019 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity® Municipal Income 2019 Fund/Fidelity Advisor® Municipal Income 2019 Fund A, I

Investment Objective

The fund seeks as high a level of current income, exempt from federal income tax, as is consistent with the preservation of capital.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund. In addition to the fees and expenses described below, your broker may also require you to pay brokerage commissions on purchases and sales of certain share classes of the fund.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Municipal Income 2019 Fund.txt'},2.0
0001379491-18-004134,Fidelity Municipal Income 2021 Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Fidelity Municipal Income 2021 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity® Municipal Income 2021 Fund/Fidelity Advisor® Municipal Income 2021 Fund A, I

Investment Objective

The fund seeks as high a level of current income, exempt from federal income tax, as is consistent with the preservation of capital.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund. In addition to the fees and expenses described below, your broker may also require you to pay brokerage commissions on purchases and sales of certain share classes of the fund.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Municipal Income 2021 Fund.txt'},2.0
0001379491-18-004134,Fidelity Municipal Income 2023 Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Fidelity Municipal Income 2023 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity® Municipal Income 2023 Fund/Fidelity Advisor® Municipal Income 2023 Fund A, I

Investment Objective

The fund seeks as high a level of current income, exempt from federal income tax, as is consistent with the preservation of capital.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund. In addition to the fees and expenses described below, your broker may also require you to pay brokerage commissions on purchases and sales of certain share classes of the fund.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Municipal Income 2023 Fund.txt'},2.0
0001379491-18-004134,Fidelity Municipal Income 2025 Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Fidelity Municipal Income 2025 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity® Municipal Income 2025 Fund/Fidelity Advisor® Municipal Income 2025 Fund A, I

Investment Objective

The fund seeks as high a level of current income, exempt from federal income tax, as is consistent with the preservation of capital.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund. In addition to the fees and expenses described below, your broker may also require you to pay brokerage commissions on purchases and sales of certain share classes of the fund.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Municipal Income 2025 Fund.txt'},2.0
0001379491-18-004650,Fidelity ZERO Extended Market Index Fund,,1,No,Listed Equities,Diversified,"1,0.95","Fidelity ZERO Extended Market Index Fund <head_breaker>

Fund Summary

Fund: Fidelity ZERO℠ Extended Market Index Fund Investment Objective

The fund seeks to provide investment results that correspond to the total return of stocks of mid- to small-capitalization U.S. companies.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee 	 	0.00% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses 	 	0.00% (a)  Based on estimated amounts for the current fiscal year.

This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity ZERO Extended Market Index Fund.txt'},1.0
0001379491-18-004650,Fidelity ZERO Large Cap Index Fund,,1,No,Listed Equities,Diversified,"1,0.95","Fidelity ZERO Large Cap Index Fund <head_breaker>

Fund Summary

Fund: Fidelity ZERO℠ Large Cap Index Fund Investment Objective

The fund seeks to provide investment results that correspond to the total return of stocks of large-capitalization U.S. companies.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee  	 	0.00% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses 	 	0.00% (a)  Based on estimated amounts for the current fiscal year.

This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity ZERO Large Cap Index Fund.txt'},1.0
0001379491-18-005080,Fidelity GNMA Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","Fidelity GNMA Fund

<head_breaker>

Fund Summary

Fund:

Fidelity速 GNMA Fund

Investment Objective

The fund seeks a high level of current income consistent with prudent investment risk. In seeking current income, the fund may also consider the potential for capital gain.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee 	0.31% Distribution and/or Service (12b-1) fees 	None Other expenses 	0.14% Total annual operating expenses 	0.45% This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity GNMA Fund.txt'},2.0
0001379491-18-005080,Fidelity Managed Retirement 2005 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.95","Fidelity Managed Retirement 2005 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Managed Retirement 2005 Fund℠/Fidelity Managed Retirement 2005 Fund℠

Investment Objective

The fund seeks total return until its horizon date through a combination of current income and capital growth. Thereafter, the fund’s objective will be to seek high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.48% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.48% (a)   Adjusted to reflect current fees.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Managed Retirement 2005 Fund.txt'},3.0
0001379491-18-005080,Fidelity Managed Retirement 2010 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.95","Fidelity Managed Retirement 2010 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Managed Retirement 2010 Fund℠/Fidelity Managed Retirement 2010 Fund℠

Investment Objective

The fund seeks total return until its horizon date through a combination of current income and capital growth. Thereafter, the fund’s objective will be to seek high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.53% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.53% (a)   Adjusted to reflect current fees.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Managed Retirement 2010 Fund.txt'},3.0
0001379491-18-005080,Fidelity Managed Retirement 2015 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.9","Fidelity Managed Retirement 2015 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Managed Retirement 2015 Fund℠/Fidelity Managed Retirement 2015 Fund℠

Investment Objective

The fund seeks total return until its horizon date through a combination of current income and capital growth. Thereafter, the fund’s objective will be to seek high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.57% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.57% (a)   Adjusted to reflect current fees.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Managed Retirement 2015 Fund.txt'},3.0
0001379491-18-005080,Fidelity Managed Retirement 2020 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.9","Fidelity Managed Retirement 2020 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Managed Retirement 2020 Fund℠/Fidelity Managed Retirement 2020 Fund℠

Investment Objective

The fund seeks total return until its horizon date through a combination of current income and capital growth. Thereafter, the fund’s objective will be to seek high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.61% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.61% (a)   Adjusted to reflect current fees.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Managed Retirement 2020 Fund.txt'},3.0
0001379491-18-005080,Fidelity Managed Retirement 2025 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.95","Fidelity Managed Retirement 2025 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Managed Retirement 2025 Fund℠/Fidelity Managed Retirement 2025 Fund℠

Investment Objective

The fund seeks total return until its horizon date through a combination of current income and capital growth. Thereafter, the fund’s objective will be to seek high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.65% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.65% (a)   Adjusted to reflect current fees.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Managed Retirement 2025 Fund.txt'},3.0
0001379491-18-005080,Fidelity Managed Retirement Income Fund,,3,Yes,Investment grade securities,Diversified,"2,0.9","Fidelity Managed Retirement Income Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Managed Retirement Income Fund℠/Fidelity Managed Retirement Income Fund℠

Investment Objective

The fund seeks high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.47% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.47% (a)   Adjusted to reflect current fees.

This example helps compare the cost of investing in the fund with the cost of investing in other funds. The example assumes that you are not participating in the Fidelity® systematic withdrawal plan.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Managed Retirement Income Fund.txt'},2.0
0001379491-18-005080,Fidelity Simplicity RMD 2005 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.95","Fidelity Simplicity RMD 2005 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Simplicity RMD 2005 Fund℠/Fidelity Simplicity RMD 2005 Fund℠

Investment Objective

The fund seeks total return until its horizon date through a combination of current income and capital growth. Thereafter, the fund’s objective will be to seek high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.48% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.48% (a)   Adjusted to reflect current fees.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Simplicity RMD 2005 Fund.txt'},3.0
0001379491-18-005080,Fidelity Simplicity RMD 2010 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.9","Fidelity Simplicity RMD 2010 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Simplicity RMD 2010 Fund℠/Fidelity Simplicity RMD 2010 Fund℠

Investment Objective

The fund seeks total return until its horizon date through a combination of current income and capital growth. Thereafter, the fund’s objective will be to seek high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.53% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.53% (a)   Adjusted to reflect current fees.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Simplicity RMD 2010 Fund.txt'},3.0
0001379491-18-005080,Fidelity Simplicity RMD 2015 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.9","Fidelity Simplicity RMD 2015 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Simplicity RMD 2015 Fund℠/Fidelity Simplicity RMD 2015 Fund℠

Investment Objective

The fund seeks total return until its horizon date through a combination of current income and capital growth. Thereafter, the fund’s objective will be to seek high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.57% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.57% (a)   Adjusted to reflect current fees.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Simplicity RMD 2015 Fund.txt'},3.0
0001379491-18-005080,Fidelity Simplicity RMD 2020 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.9","Fidelity Simplicity RMD 2020 Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Simplicity RMD 2020 Fund℠/Fidelity Simplicity RMD 2020 Fund℠

Investment Objective

The fund seeks total return until its horizon date through a combination of current income and capital growth. Thereafter, the fund’s objective will be to seek high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.61% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.61% (a)   Adjusted to reflect current fees.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Simplicity RMD 2020 Fund.txt'},3.0
0001379491-18-005080,Fidelity Simplicity RMD Income Fund,,3,Yes,Investment grade securities,Diversified,"2,0.9","Fidelity Simplicity RMD Income Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity Simplicity RMD Income Fund℠/Fidelity Simplicity RMD Income Fund℠

Investment Objective

The fund seeks high current income and, as a secondary objective, capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee(a) 	 	0.47% Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses(a) 	 	0.47% (a)   Adjusted to reflect current fees.

This example helps compare the cost of investing in the fund with the cost of investing in other funds. The example assumes that you are not participating in the Fidelity® systematic withdrawal plan.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Simplicity RMD Income Fund.txt'},2.0
0001379491-18-005086,Franklin Payout 2018 Fund,,2,No,Investment grade securities,Diversified,"2,0.9","Franklin Payout 2018 Fund

<head_breaker>

Franklin Payout 2018 Fund

Investment Goal

To seek capital preservation and income with a pre-determined maturity date.

Fees and Expenses of the Fund

These tables describe the fees and expenses that you may pay if you buy and hold shares of the Fund.

Please note that the tables and examples below do not reflect any transaction fees that may be charged by financial intermediaries, or commissions that a shareholder may be required to pay directly to its financial intermediary when buying or selling Class R6 or Advisor Class shares.

Shareholder Fees (fees paid directly from your investment)

Class R6 	Advisor Class Maximum Sales Charge (Load) Imposed on Purchases (as percentage of offering price) 	None 	None Maximum Deferred Sales Charge (Load) (as percentage of the lower of original purchase price or sale proceeds) 	None 	None

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)",{'source': 'NLP_app\\MutualFundSummary\\Franklin Payout 2018 Fund.txt'},2.0
0001379491-18-005086,Franklin Payout 2019 Fund,,2,No,Investment grade securities,Diversified,"2,0.9","Franklin Payout 2019 Fund

<head_breaker>

Franklin Payout 2019 Fund

Investment Goal

To seek capital preservation and income with a pre-determined maturity date.

Fees and Expenses of the Fund

These tables describe the fees and expenses that you may pay if you buy and hold shares of the Fund.

Please note that the tables and examples below do not reflect any transaction fees that may be charged by financial intermediaries, or commissions that a shareholder may be required to pay directly to its financial intermediary when buying or selling Class R6 or Advisor Class shares.

Shareholder Fees (fees paid directly from your investment)

Class R6 	Advisor Class Maximum Sales Charge (Load) Imposed on Purchases (as percentage of offering price) 	None 	None Maximum Deferred Sales Charge (Load) (as percentage of the lower of original purchase price or sale proceeds) 	None 	None

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)",{'source': 'NLP_app\\MutualFundSummary\\Franklin Payout 2019 Fund.txt'},2.0
0001379491-18-005086,Franklin Payout 2020 Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Franklin Payout 2020 Fund

<head_breaker>

Franklin Payout 2020 Fund

Investment Goal

To seek capital preservation and income with a pre-determined maturity date.

Fees and Expenses of the Fund

These tables describe the fees and expenses that you may pay if you buy and hold shares of the Fund.

Please note that the tables and examples below do not reflect any transaction fees that may be charged by financial intermediaries, or commissions that a shareholder may be required to pay directly to its financial intermediary when buying or selling Class R6 or Advisor Class shares.

Shareholder Fees (fees paid directly from your investment)

Class R6 	Advisor Class Maximum Sales Charge (Load) Imposed on Purchases (as percentage of offering price) 	None 	None Maximum Deferred Sales Charge (Load) (as percentage of the lower of original purchase price or sale proceeds) 	None 	None

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)",{'source': 'NLP_app\\MutualFundSummary\\Franklin Payout 2020 Fund.txt'},2.0
0001379491-18-005086,Franklin Payout 2021 Fund,,2,No,Investment grade securities,Diversified,"2,0.9","Franklin Payout 2021 Fund

<head_breaker>

Franklin Payout 2021 Fund

Investment Goal

To seek capital preservation and income with a pre-determined maturity date.

Fees and Expenses of the Fund

These tables describe the fees and expenses that you may pay if you buy and hold shares of the Fund.

Please note that the tables and examples below do not reflect any transaction fees that may be charged by financial intermediaries, or commissions that a shareholder may be required to pay directly to its financial intermediary when buying or selling Class R6 or Advisor Class shares.

Shareholder Fees (fees paid directly from your investment)

Class R6 	Advisor Class Maximum Sales Charge (Load) Imposed on Purchases (as percentage of offering price) 	None 	None Maximum Deferred Sales Charge (Load) (as percentage of the lower of original purchase price or sale proceeds) 	None 	None

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)",{'source': 'NLP_app\\MutualFundSummary\\Franklin Payout 2021 Fund.txt'},2.0
0001379491-18-005086,Franklin Payout 2022 Fund,,2,No,Investment grade securities,Diversified,"2,0.9","Franklin Payout 2022 Fund

<head_breaker>

Franklin Payout 2022 Fund

Investment Goal

To seek capital preservation and income with a pre-determined maturity date.

Fees and Expenses of the Fund

These tables describe the fees and expenses that you may pay if you buy and hold shares of the Fund.

Please note that the tables and examples below do not reflect any transaction fees that may be charged by financial intermediaries, or commissions that a shareholder may be required to pay directly to its financial intermediary when buying or selling Class R6 or Advisor Class shares.

Shareholder Fees (fees paid directly from your investment)

Class R6 	Advisor Class Maximum Sales Charge (Load) Imposed on Purchases (as percentage of offering price) 	None 	None Maximum Deferred Sales Charge (Load) (as percentage of the lower of original purchase price or sale proceeds) 	None 	None

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)",{'source': 'NLP_app\\MutualFundSummary\\Franklin Payout 2022 Fund.txt'},2.0
0001379491-18-005086,Franklin Payout 2023 Fund,,2,No,Investment grade securities,Diversified,"2,0.9","Franklin Payout 2023 Fund

<head_breaker>

Franklin Payout 2023 Fund

Investment Goal

To seek capital preservation and income with a pre-determined maturity date.

Fees and Expenses of the Fund

These tables describe the fees and expenses that you may pay if you buy and hold shares of the Fund.

Please note that the tables and examples below do not reflect any transaction fees that may be charged by financial intermediaries, or commissions that a shareholder may be required to pay directly to its financial intermediary when buying or selling Class R6 or Advisor Class shares.

Shareholder Fees (fees paid directly from your investment)

Class R6 	Advisor Class Maximum Sales Charge (Load) Imposed on Purchases (as percentage of offering price) 	None 	None Maximum Deferred Sales Charge (Load) (as percentage of the lower of original purchase price or sale proceeds) 	None 	None

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)",{'source': 'NLP_app\\MutualFundSummary\\Franklin Payout 2023 Fund.txt'},2.0
0001379491-18-005680,Fidelity Flex Conservative Income Bond Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Fidelity Flex Conservative Income Bond Fund <head_breaker>

Fund Summary

Fund: Fidelity Flex℠ Conservative Income Bond Fund Investment Objective

The fund seeks to obtain a high level of current income consistent with preservation of capital.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee 	None Distribution and/or Service (12b-1) fees 	None Other expenses(a) 	0.00% Total annual operating expenses(b) 	0.00% (a)  Based on estimated amounts for the current fiscal year.

(b)  The fund is available only to certain fee-based accounts offered by Fidelity. Managed account clients, retirement plans, plan sponsors and/or plan participants pay a wrap fee that covers investment advisory and administrative services.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Flex Conservative Income Bond Fund.txt'},2.0
0001379491-18-005680,Fidelity Flex Short-Term Bond Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","Fidelity Flex Short

Term Bond Fund

<head_breaker>

Fund Summary

Fund:

Fidelity Flex℠ Short

Term Bond Fund

Investment Objective

The fund seeks to obtain a high level of current income consistent with preservation of capital.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee 	 	None Distribution and/or Service (12b-1) fees 	 	None Other expenses 	 	0.00% Total annual operating expenses(a) 	 	0.00% (a)   The fund is available only to certain fee-based accounts offered by Fidelity. Managed account clients, retirement plans, plan sponsors and/or plan participants pay a wrap fee that covers investment advisory and administrative services.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Flex Short-Term Bond Fund.txt'},2.0
0001379491-18-005680,Fidelity Flex U.S. Bond Index Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","Fidelity Flex U.S. Bond Index Fund <head_breaker>

Fund Summary

Fund: Fidelity Flex℠ U.S. Bond Index Fund Investment Objective

The fund seeks to provide investment results that correspond to the aggregate price and interest performance of the debt securities in the Bloomberg Barclays U.S. Aggregate Bond Index.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee 	None Distribution and/or Service (12b-1) fees 	None Other expenses 	0.00% Total annual operating expenses(a) 	0.00% (a)   The fund is available only to certain fee-based accounts offered by Fidelity. Managed account clients, retirement plans, plan sponsors and/or plan participants pay a wrap fee that covers investment advisory and administrative services.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Flex U.S. Bond Index Fund.txt'},2.0
0001379491-18-005680,Fidelity Investment Grade Bond Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","Fidelity Investment Grade Bond Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity® Investment Grade Bond Fund/Fidelity Advisor® Investment Grade Bond Fund A, M, C, I, Z

Investment Objective

The fund seeks a high level of current income.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund. In addition to the fees and expenses described below, your broker may also require you to pay brokerage commissions on purchases and sales of certain share classes of the fund.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Investment Grade Bond Fund.txt'},2.0
0001379491-18-005680,Fidelity Series Corporate Bond Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","Fidelity Series Corporate Bond Fund <head_breaker>

Fund Summary

Fund: Fidelity® Series Corporate Bond Fund Investment Objective

The fund seeks a high level of current income.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee 	 	None Distribution and/or Service (12b-1) fees 	 	None Other expenses(a) 	 	0.00% Total annual operating expenses 	 	0.00% (a)  Based on estimated amounts for the current fiscal year.

This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Series Corporate Bond Fund.txt'},2.0
0001379491-18-005680,Fidelity Series Short-Term Credit Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","Fidelity Series Short

Term Credit Fund

<head_breaker>

Fund Summary

Fund:

Fidelity速 Series Short

Term Credit Fund

Investment Objective

The fund seeks to obtain a high level of current income consistent with the preservation of capital.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee 	 	None Distribution and/or Service (12b-1) fees 	 	None Other expenses 	 	0.00% Total annual operating expenses 	 	0.00% This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Series Short-Term Credit Fund.txt'},2.0
0001379491-18-006486,Fidelity Diversified International Fund,Some performance Fees,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.95","Fidelity Diversified International Fund

<head_breaker>

Fund Summary

Fund/Class: Fidelity® Diversified International Fund/Fidelity® Diversified International Fund

Investment Objective

The fund seeks capital growth.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee (fluctuates based on the fund's performance relative to a securities market index) 	 	0.61% Distribution and/or Service (12b-1) fees 	 	None Other expenses 	 	0.20% Total annual operating expenses 	 	0.81% This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Diversified International Fund.txt'},1.0
0001379491-18-006486,Fidelity Emerging Asia Fund,Some performance Fees,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.95","Fidelity Emerging Asia Fund

<head_breaker>

Fund Summary

Fund:

Fidelity® Emerging Asia Fund

Investment Objective

The fund seeks capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee (fluctuates based on the fund's performance relative to a securities market index) 	 	0.74% Distribution and/or Service (12b-1) fees 	 	None Other expenses 	 	0.28% Total annual operating expenses 	 	1.02% This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Emerging Asia Fund.txt'},1.0
0001379491-18-006486,"Fidelity Emerging Europe, Middle East, Africa (EMEA) Fund",,1,No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"1,0.95","Fidelity Emerging Europe, Middle East, Africa (EMEA) Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity® Emerging Europe, Middle East, Africa (EMEA) Fund/Fidelity Advisor® Emerging Europe, Middle East, Africa (EMEA) Fund A, M, C, I

Investment Objective

The fund seeks capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund. In addition to the fees and expenses described below, your broker may also require you to pay brokerage commissions on purchases and sales of certain share classes of the fund.","{'source': 'NLP_app\\MutualFundSummary\\Fidelity Emerging Europe, Middle East, Africa (EMEA) Fund.txt'}",1.0
